Disease,Description,Diet,Medication,Precaution_1,Precaution_2,Precaution_3,Precaution_4
Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness.","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']",exercise,use hot and cold therapy,try acupuncture,massage
Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness.","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']",exercise,use hot and cold therapy,try acupuncture,massage
Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness.","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']",exercise,use hot and cold therapy,try acupuncture,massage
Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']","['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products
Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']","['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products
Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']","['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products
Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']","['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products
Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']","['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products
Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']","['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products
Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']","['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products
Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']","['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products
Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']","['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products
Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']","['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']","['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']","['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']","['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']","['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']","['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']","['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']","['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']","['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']","['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']","['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']","['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']","['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']","['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']","['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']","['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']","['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']","['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']","['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']","['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']","['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
