Disease,Description,Diet,Medication,Unnamed: 0_x,Precaution_1,Precaution_2,Precaution_3,Precaution_4,Unnamed: 0.1,Unnamed: 0_y,workout
Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']","['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']",20,eat healthy,massage,use lemon balm,take radioactive iodine treatment,328,328,Maintain a stable weight
Hyperthyroidism,Hyperthyroidism is a condition where the thyroid gland produces too much thyroid hormone.,"['Hyperthyroidism Diet', 'Low-Iodine Diet', 'Calcium-rich foods', 'Selenium-rich foods', 'Fruits and vegetables']","['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']",20,eat healthy,massage,use lemon balm,take radioactive iodine treatment,329,329,Engage in regular exercise
Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']","['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']",10,lie down on side,check in pulse,drink sugary drinks,consult doctor,330,330,Consume complex carbohydrates
Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']","['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']",10,lie down on side,check in pulse,drink sugary drinks,consult doctor,331,331,Include protein-rich foods
Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']","['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']",10,lie down on side,check in pulse,drink sugary drinks,consult doctor,332,332,Stay hydrated
Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']","['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']",10,lie down on side,check in pulse,drink sugary drinks,consult doctor,333,333,Limit sugary foods and beverages
Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']","['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']",10,lie down on side,check in pulse,drink sugary drinks,consult doctor,334,334,Consume regular meals and snacks
Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']","['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']",10,lie down on side,check in pulse,drink sugary drinks,consult doctor,335,335,Consult a healthcare professional
Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']","['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']",10,lie down on side,check in pulse,drink sugary drinks,consult doctor,336,336,Monitor blood sugar levels
Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']","['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']",10,lie down on side,check in pulse,drink sugary drinks,consult doctor,337,337,Follow medical recommendations
Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']","['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']",10,lie down on side,check in pulse,drink sugary drinks,consult doctor,338,338,Engage in regular physical activity
Hypoglycemia,Hypoglycemia is a condition characterized by abnormally low blood sugar levels.,"['Hypoglycemia Diet', 'Complex carbohydrates', 'Protein-rich snacks', 'Fiber-rich foods', 'Healthy fats']","['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']",10,lie down on side,check in pulse,drink sugary drinks,consult doctor,339,339,Limit alcohol intake
Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",8,acetaminophen,consult nearest hospital,follow up,salt baths,340,340,Consume anti-inflammatory foods
Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",8,acetaminophen,consult nearest hospital,follow up,salt baths,341,341,Include omega-3 fatty acids
Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",8,acetaminophen,consult nearest hospital,follow up,salt baths,342,342,Consume antioxidant-rich foods
Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",8,acetaminophen,consult nearest hospital,follow up,salt baths,343,343,Stay hydrated
Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",8,acetaminophen,consult nearest hospital,follow up,salt baths,344,344,Limit processed foods
Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",8,acetaminophen,consult nearest hospital,follow up,salt baths,345,345,Include vitamin K-rich foods
Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",8,acetaminophen,consult nearest hospital,follow up,salt baths,346,346,Consult a healthcare professional
Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",8,acetaminophen,consult nearest hospital,follow up,salt baths,347,347,Follow medical recommendations
Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",8,acetaminophen,consult nearest hospital,follow up,salt baths,348,348,Engage in low-impact exercise
Osteoarthristis,Osteoarthristis is a degenerative joint disease that affects the cartilage in joints.,"['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",8,acetaminophen,consult nearest hospital,follow up,salt baths,349,349,Maintain a healthy weight
Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness.","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']",38,exercise,use hot and cold therapy,try acupuncture,massage,350,350,Consume anti-inflammatory foods
Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness.","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']",38,exercise,use hot and cold therapy,try acupuncture,massage,351,351,Include omega-3 fatty acids
Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness.","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']",38,exercise,use hot and cold therapy,try acupuncture,massage,352,352,Consume antioxidant-rich foods
Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness.","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']",38,exercise,use hot and cold therapy,try acupuncture,massage,353,353,Stay hydrated
Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness.","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']",38,exercise,use hot and cold therapy,try acupuncture,massage,354,354,Limit processed foods
Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness.","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']",38,exercise,use hot and cold therapy,try acupuncture,massage,355,355,Include vitamin K-rich foods
Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness.","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']",38,exercise,use hot and cold therapy,try acupuncture,massage,356,356,Consult a healthcare professional
Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness.","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']",38,exercise,use hot and cold therapy,try acupuncture,massage,357,357,Follow medical recommendations
Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness.","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']",38,exercise,use hot and cold therapy,try acupuncture,massage,358,358,Engage in low-impact exercise
Arthritis,"Arthritis is inflammation of one or more joints, causing pain and stiffness.","['Arthritis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']",38,exercise,use hot and cold therapy,try acupuncture,massage,359,359,Maintain a healthy weight
Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']","['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']",11,bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,370,370,Consume a balanced diet
Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']","['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']",11,bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,371,371,Limit dairy and high-glycemic foods
Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']","['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']",11,bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,372,372,Include antioxidants
Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']","['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']",11,bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,373,373,Stay hydrated
Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']","['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']",11,bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,374,374,Limit processed foods
Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']","['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']",11,bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,375,375,Include zinc-rich foods
Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']","['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']",11,bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,376,376,Consult a skincare professional
Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']","['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']",11,bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,377,377,Practice good skincare hygiene
Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']","['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']",11,bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,378,378,Limit sugary foods and beverages
Acne,Acne is a skin condition that occurs when hair follicles become clogged with oil and dead skin cells.,"['Acne Diet', 'Low-Glycemic Diet', 'Hydration', 'Fruits and vegetables', 'Probiotics']","['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']",11,bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,379,379,Follow medical recommendations
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']","['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",21,drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,380,380,Stay hydrated
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']","['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",21,drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,381,381,Consume cranberry products
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']","['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",21,drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,382,382,Include vitamin C-rich foods
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']","['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",21,drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,383,383,Limit caffeine and alcohol
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']","['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",21,drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,384,384,Consume probiotics
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']","['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",21,drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,385,385,Avoid spicy and acidic foods
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']","['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",21,drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,386,386,Consult a healthcare professional
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']","['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",21,drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,387,387,Follow medical recommendations
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']","['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",21,drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,388,388,Maintain good hygiene
Urinary tract infection,Urinary tract infection is an infection in any part of the urinary system.,"['UTI Diet', 'Hydration', 'Cranberry juice', 'Probiotics', 'Vitamin C-rich foods']","['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",21,drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,389,389,Limit sugary foods and beverages
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']",4,wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,390,390,Consume anti-inflammatory foods
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']",4,wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,391,391,Include omega-3 fatty acids
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']",4,wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,392,392,Include vitamin D analogues
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']",4,wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,393,393,Limit alcohol consumption
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']",4,wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,394,394,Stay hydrated
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']",4,wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,395,395,Consult a healthcare professional
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']",4,wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,396,396,Limit processed foods
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']",4,wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,397,397,Follow medical recommendations
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']",4,wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,398,398,Manage stress
Psoriasis,"Psoriasis is a chronic skin condition characterized by red, itchy, and scaly patches.","['Psoriasis Diet', 'Anti-Inflammatory Diet', 'Omega-3-rich foods', 'Fruits and vegetables', 'Whole grains']","['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']",4,wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,399,399,Consider phototherapy under medical guidance
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']","['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']",13,soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,400,400,Maintain good hygiene
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']","['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']",13,soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,401,401,Stay hydrated
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']","['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']",13,soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,402,402,Consume nutrient-rich foods
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']","['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']",13,soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,403,403,Limit sugary foods and beverages
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']","['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']",13,soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,404,404,Include foods rich in vitamin C
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']","['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']",13,soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,405,405,Consult a healthcare professional
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']","['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']",13,soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,406,406,Follow medical recommendations
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']","['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']",13,soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,407,407,Avoid scratching
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']","['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']",13,soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,408,408,Take prescribed antibiotics
Impetigo,Impetigo is a highly contagious skin infection causing red sores that can break open.,"['Impetigo Diet', 'Antibiotic treatment', 'Fruits and vegetables', 'Hydration', 'Protein-rich foods']","['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']",13,soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,409,409,Practice wound care
